Slope,MidPoint,GrowthList,LinerType
1.0,7,"[0.6573307928595182, 0.6601250152313834, 0.6629725372061955, 0.6657397353004947, 0.6681948236292473, 0.6699537976756345, 0.6704064317818232, 0.6686252333408661, 0.663268898217378, 0.6524923684254058, 0.6338825279948678]",-0.01307563892230501
1.0,8,"[0.6279939755209653, 0.6281795316075388, 0.6278278470667868, 0.6265243967889995, 0.6235384383413918, 0.6175314961565269, 0.6058514647980344, 0.5820731872624655, 0.5047269909941087, 0.02143763250023727, 0.03414984121599279]",-0.00018555608657355727
1.0,9,"[0.6014828868412692, 0.5986804563915552, 0.594433479859968, 0.5877395865089203, 0.57659505940016, 0.5562380416065785, 0.5078933295876975, 0.011274117667535407, 0.012358558733442663, 0.015932915827645854, 0.027144824948136307]",0.0158707072806009
1.0,10,"[0.577386629228814, 0.5712591178041596, 0.562373357165058, 0.5485443229211776, 0.5242914823205074, 0.46340954591917516, 0.008149039117434774, 0.007920413220985646, 0.008843617624411902, 0.01183301653500645, 0.021846977459742796]",0.01392656423875715
2.0,1,"[0.9470462581283591, 0.9482892109620444, 0.9495015176783873, 0.9506795699765569, 0.951819557402372, 0.9529174645751076, 0.9539690694070979, 0.9549699424283722, 0.9559154473232069, 0.9568007427768774, 0.9576207857187747]",0.0
2.0,2,"[0.8986066163145496, 0.9001918791619726, 0.9016690978487129, 0.9030150352893004, 0.9042036690184694, 0.9052060305080099, 0.9059900695052145, 0.9065205489270457, 0.9067589738011781, 0.906663554603996, 0.9061892012849132]",-0.0005697725162648881
2.0,3,"[0.8547176656183262, 0.8557013479468063, 0.8564164462431441, 0.8567901666255614, 0.8567359243315458, 0.8561515748662893, 0.8549176134555482, 0.8528953111062801, 0.8499246484516905, 0.8458217288953892, 0.8403750951189858]",-0.002072501007235217
2.0,4,"[0.8150631392559398, 0.8145784432334804, 0.8135098757618104, 0.8116730867915742, 0.8088321393772021, 0.8046858186938591, 0.7988494160830557, 0.7908283191450477, 0.7799748861209115, 0.7654085169984252, 0.7458489490524478]",0.0
2.0,5,"[0.7792007217603464, 0.7764864783742013, 0.7726336577138685, 0.7672159514356729, 0.7596304707580117, 0.749004698783409, 0.7340211148020422, 0.7125206064811773, 0.6803356110373653, 0.6257638376508501, 0.03907826775016029]",0.0
2.0,6,"[0.7466750375277631, 0.7410664815679834, 0.7334272473293669, 0.7228242050788148, 0.7077394792516936, 0.6854667878333227, 0.6501804857954209, 0.5806581615449762, 0.020114718138034025, 0.022130494323412287, 0.027144824948136307]",0.007030106810102282
2.0,7,"[0.717065388165114, 0.7079732958007523, 0.6954985190144619, 0.6776668525020992, 0.6505410425518806, 0.6036721604418842, 0.014105598046900725, 0.013219254167533135, 0.013350687773759166, 0.015055659887718455, 0.019696021369045233]",0.006476767201512098
2.0,8,"[0.690001277211357, 0.6768897380781635, 0.6584167055552554, 0.6304492109381433, 0.5814868029156643, 0.011198322690697905, 0.009424437647286272, 0.0087231591597821, 0.009013821418663776, 0.010559598104540602, 0.014759575564910372]",0.006036416405128272
2.0,9,"[0.6651635679842955, 0.6475295072539453, 0.6216832722296519, 0.5787618365614562, 0.455415866710579, 0.007535920016820059, 0.006330250273666727, 0.006004485731954118, 0.006374851860152532, 0.007724296177196731, 0.011450733856678075]",0.005446248124723957
2.0,10,"[0.6422799700328842, 0.6196346706072351, 0.5846674768449704, 0.5164305835490562, 0.006996879877444236, 0.005169684999474839, 0.004470398321274571, 0.004347090351473955, 0.004722208205598461, 0.005880977672950617, 0.009173634514875531]",0.0048265441634015764
4.0,1,"[0.9555676135804926, 0.953401983978439, 0.9510639892676702, 0.948541977145118, 0.9458235470132652, 0.9428954938191438, 0.9397437430157262, 0.9363532742858144, 0.9327080310493651, 0.9287908120002278, 0.9245831399411637]",0.0
4.0,2,"[0.914239122415161, 0.9091915870659396, 0.9034300932264913, 0.8968485096120609, 0.8893225368276337, 0.880705255349821, 0.8708207707345547, 0.8594547647380951, 0.8463398357871715, 0.8311316762745671, 0.8133681950409433]",0.0
4.0,3,"[0.8761081448569897, 0.8673350612947007, 0.8568243441245257, 0.8441396827230656, 0.8286936724809295, 0.8096610411170216, 0.7858038832194953, 0.7550632902398908, 0.7133636737828457, 0.6491860317630769, 0.03907826775016029]",0.0
4.0,4,"[0.8410497094324212, 0.8276752557797536, 0.8108510582666739, 0.7892297047531773, 0.7605798208021861, 0.7206035426259056, 0.6579162084392879, 0.02340239143418436, 0.021798067469458355, 0.02121551004350763, 0.021846977459742796]",0.0006314674162351645
4.0,5,"[0.808835238414807, 0.7899859729402592, 0.7649646724018039, 0.7300736670424961, 0.6766931793121541, 0.563136242057749, 0.0150997433560167, 0.013135529158318122, 0.012267812159761506, 0.012357481563735786, 0.013510690412281303]",0.0012428782525197978
4.0,6,"[0.7792007217603464, 0.7540065818229514, 0.7183939844081503, 0.6623677153113942, 0.5279308606195475, 0.010885791381105063, 0.008742513573110414, 0.007751944248697128, 0.00750076969457747, 0.007901582446550004, 0.009173634514875531]",0.0016728648202980608
4.0,7,"[0.751882709523714, 0.7194600820494743, 0.6699537976756345, 0.5722670362294644, 0.009168127265379028, 0.006608395305639618, 0.005468043179387801, 0.0050165848213595, 0.005022879664282718, 0.005498053452743989, 0.006726018125867488]",0.001709433304507988
4.0,8,"[0.7266352192083751, 0.6860588392421263, 0.6175314961565269, 0.009545285191132048, 0.005797272386909803, 0.004335314787034082, 0.003714499332633323, 0.003509282821254755, 0.0036115976074131274, 0.004078097037517491, 0.005220627560369355]",0.0017113447391146003
4.0,9,"[0.7032362519244382, 0.6535006887281792, 0.5562380416065785, 0.006233781529171785, 0.003923541876292844, 0.0030526111465498714, 0.0026919753299249317, 0.002602594191218372, 0.002737159442764786, 0.003170533889680371, 0.004225476296040792]",0.0016228821048224202
4.0,10,"[0.6814890159451846, 0.621455598311146, 0.46340954591917516, 0.004264134470699574, 0.0028244962049937387, 0.0022704370284969064, 0.0020479451595838065, 0.0020159803394855288, 0.0021573276136651162, 0.0025529650913339213, 0.00352879406368642]",0.001512813724200891
