Slope,MidPoint,GrowthList,LinerType
0.5,7,"[0.045016520053539434, 0.0011428524474019733, 0.000375498907279379, 0.0002199238614057411, 0.00016425173837484038, 0.0001450188549277461, 0.00014909161508398674, 0.00017893260604094453, 0.00024290688710410242, 0.000349703711520993, 0.0006248572942167174]",0.0004798384392889713
0.5,8,"[0.02833517593449075, 0.0006103487521446658, 0.000221162152312236, 0.0001312135270758232, 9.73509950762895e-05, 8.423087057248639e-05, 8.347129194877698e-05, 9.46716297562515e-05, 0.00012106883336043265, 0.00017286652857586814, 0.00033951499491233553]",0.0002560437029635585
0.5,9,"[0.018215207747517947, 0.0003790897234771401, 0.00014361874095867588, 8.566415552933042e-05, 6.323839652705434e-05, 5.404330055026944e-05, 5.2456115557841135e-05, 5.7766618378915235e-05, 7.174892200360716e-05, 0.00010185553779956955, 0.0002138561385271671]",0.00016140002296932595
0.5,10,"[0.012282298853348255, 0.0002562355333045395, 9.939644345445387e-05, 5.941437290116124e-05, 4.3685615837697846e-05, 3.701880216815225e-05, 3.545153103550915e-05, 3.8336787140362155e-05, 4.682703617502452e-05, 6.64682218766583e-05, 0.00014826892788869002]",0.00011281739685318088
1.0,1,"[0.9143952828123169, 0.9188973124682076, 0.9231670702417821, 0.9272059989795896, 0.9310154258477349, 0.9345965716214906, 0.9379505591856239, 0.9410784212046034, 0.9439811069249292, 0.9466594880740311, 0.9491143638216609]",0.0
1.0,2,"[0.8119090777218179, 0.824483273854447, 0.8359531766403361, 0.8463447320066186, 0.8556799287067363, 0.8639771962133348, 0.87125176904278, 0.8775159956786082, 0.8827795772244915, 0.8870497243585234, 0.8903312222988858]",0.0
1.0,3,"[0.6828967534657918, 0.7095376729662504, 0.7329589015878385, 0.7533346604507224, 0.7708118991786373, 0.7855074429747293, 0.797509154281021, 0.8068779563952405, 0.8136492055395811, 0.8178325501795415, 0.8194095573130338]",0.0
1.0,4,"[0.5072609648798203, 0.5585401760902822, 0.602801301997998, 0.6398564790087586, 0.6701173437120441, 0.694051032212196, 0.7120135082947259, 0.7242078510379389, 0.7306662893511459, 0.731212637770816, 0.7253660607936244]",-0.005846576977191598
1.0,5,"[0.2958865016597557, 0.34931828790728914, 0.416849148455369, 0.48273534937391066, 0.5362160469889545, 0.5756161860227125, 0.6016967246678502, 0.6147825361593412, 0.6136797899247676, 0.5931104506645346, 0.30122474366287927]",-0.31355779249646193
1.0,6,"[0.17787740446624523, 0.1791348680377083, 0.0014654238269950044, 0.0006949710589876242, 0.0004916158617234257, 0.0004100173056627777, 0.0003575597889605075, 0.0003139031615104012, 0.0002850734776972582, 0.0002829403330746508, 0.00033951499491233553]",-0.0012574635714630855
1.0,7,"[0.12345925767443745, 0.002510860839739116, 0.0005384810725873733, 0.00028529639435982516, 0.00020160244147714615, 0.0001655974490252066, 0.00014688256547478948, 0.00013549248283064913, 0.00013123445324292554, 0.00014051027976487226, 0.0001876722275204472]",5.643777427752166e-05
1.0,8,"[0.09193381694876264, 0.001003736975765361, 0.00028470129902859014, 0.0001555584921763345, 0.00010976705291968324, 8.945587321078213e-05, 7.939511652202319e-05, 7.443223851899302e-05, 7.431210115226894e-05, 8.31690140913821e-05, 0.0001203650451828561]",4.605294403058717e-05
1.0,9,"[0.06976948568283071, 0.0005586274249818554, 0.00017448729962539375, 9.659353877895136e-05, 6.802969178744064e-05, 5.516305492868411e-05, 4.8935085834163716e-05, 4.62804275179391e-05, 4.708390824329508e-05, 5.436978386751907e-05, 8.420546926796522e-05]",3.7925041750026125e-05
1.0,10,"[0.052335165535191665, 0.00035556991015505334, 0.0001164652302843852, 6.488014618017298e-05, 4.560368726059072e-05, 3.684390398139425e-05, 3.266469211489998e-05, 3.107326568787456e-05, 3.204257688202637e-05, 3.791529750973541e-05, 6.238507919380307e-05]",3.1311813505928506e-05
2.0,1,"[0.9371363251309782, 0.9366601650658327, 0.935940823711197, 0.9349743575523779, 0.9337565950998232, 0.9322831091355517, 0.9305491843087971, 0.928549779345749, 0.9262794829929619, 0.9237324626314115, 0.9209024042671877]",0.0
2.0,2,"[0.8657030637112519, 0.8664229103507631, 0.8660995476128681, 0.8646938767477249, 0.8621606854856316, 0.8584470580154288, 0.8534901680320524, 0.8472141792662674, 0.8395258175530792, 0.8303078963334423, 0.8194095573130338]",-0.0007198466395111902
2.0,3,"[0.7826944321520781, 0.7866444847069499, 0.7880092104302545, 0.7866194018554643, 0.782252040492185, 0.774603969096121, 0.7632453346572069, 0.7475309095844901, 0.7264122960591501, 0.6979706616356239, 0.6578884908176722]",-0.005314778278176391
2.0,4,"[0.6828967534657918, 0.6926977934816647, 0.6972387932517135, 0.6959321249416843, 0.6878466964366866, 0.6713517583892834, 0.643089189813067, 0.5933752983830376, 0.0004846525386209382, 0.00038222465264595406, 0.00033951499491233553]",-0.014342039785921634
2.0,5,"[0.5570472114145711, 0.5754242161637653, 0.5840412825427095, 0.5803544705694218, 0.558779025472921, 0.4946399356472159, 0.00029703350298272875, 0.00020491465458067425, 0.00016172071312942226, 0.0001444162931344103, 0.00014826892788869002]",-0.02699407112813834
2.0,6,"[0.39781784461028913, 0.4157377863639688, 0.41423152354021936, 0.0005271228109134645, 0.00027024928921352446, 0.00016643847233838366, 0.00011609470112690418, 9.019702557258068e-05, 7.771859066595676e-05, 7.496160216264145e-05, 8.420546926796522e-05]",-0.01791994175367967
2.0,7,"[0.2561983148158797, 0.2016375694197109, 0.0004387231608406949, 0.00020064663135465713, 0.00011940950057863454, 8.088554090278947e-05, 6.04174879503987e-05, 4.9510332017353706e-05, 4.4691373692102764e-05, 4.52689662256489e-05, 5.456730246570286e-05]",9.875928773600098e-06
2.0,8,"[0.17787740446624523, 0.0008996399635806039, 0.0002168628438775631, 0.00010661939097783476, 6.644656768550305e-05, 4.682703617502452e-05, 3.620818835885744e-05, 3.060337048864617e-05, 2.8477977475055302e-05, 2.991278025452741e-05, 3.832257550710264e-05]",9.844598032047341e-06
2.0,9,"[0.13404410116199636, 0.00047149040036196323, 0.0001287126097686816, 6.525296246687846e-05, 4.157496396421078e-05, 2.9944321564438305e-05, 2.365130841751137e-05, 2.0409731290166525e-05, 1.9418993650572457e-05, 2.099903733221919e-05, 2.842388331342196e-05]",9.004889662849505e-06
2.0,10,"[0.1059893387399249, 0.00029088193847521973, 8.423087057248639e-05, 4.340092371133469e-05, 2.800535003633218e-05, 2.0451371593584558e-05, 1.639053893221387e-05, 1.436053442124266e-05, 1.3901854645663159e-05, 1.540265343744859e-05, 2.193469218007835e-05]",8.032837534415192e-06
4.0,1,"[0.9481479788847726, 0.9416166317106041, 0.9345965716214906, 0.9270620885920171, 0.9189840949866647, 0.910329383219273, 0.9010596722100189, 0.8911303650592037, 0.8804889039292226, 0.8690725503895527, 0.8568053251045689]",0.0
4.0,2,"[0.8906199631142276, 0.8783816121363569, 0.8639771962133348, 0.8471111880513124, 0.8273828475795604, 0.8042197482831309, 0.7767468893633936, 0.7434933994042863, 0.7015901014480218, 0.6436077580316445, 0.30122474366287927]",0.0
4.0,3,"[0.8259015183063001, 0.8085120168192078, 0.7855074429747293, 0.755280860660395, 0.7148510636319129, 0.6571106421270116, 0.5470246627814457, 0.00033327145179432206, 0.00022430267734423353, 0.0001732301263056231, 0.00014826892788869002]",0.0
4.0,4,"[0.7516481706018998, 0.7290517560310573, 0.694051032212196, 0.6385991979621141, 0.5230535891568485, 0.0002282306569751358, 0.00013410527155147158, 9.434602705182041e-05, 7.478487055347267e-05, 6.522743610850425e-05, 6.238507919380307e-05]",0.0
4.0,5,"[0.66405594415787, 0.6343778055821666, 0.5756161860227125, 0.0003671851163566336, 0.0001455673420667362, 8.182353727980652e-05, 5.543921453552145e-05, 4.2569534220759845e-05, 3.607753367808818e-05, 3.3510397073889125e-05, 3.451040639046131e-05]",1.0000093165721827e-06
4.0,6,"[0.5570472114145711, 0.5109465201962275, 0.0004100173056627777, 0.00013080851787033562, 6.504989922807379e-05, 4.047303866381187e-05, 2.9141051359763045e-05, 2.3403363764602827e-05, 2.0646398456270906e-05, 2.0039394515720757e-05, 2.193469218007835e-05]",1.8952976643575939e-06
4.0,7,"[0.42576807012484996, 0.001029898141991944, 0.0001655974490252066, 6.583506419428834e-05, 3.5750041998386236e-05, 2.3386059265801704e-05, 1.743328647965509e-05, 1.440757679760275e-05, 1.3075927709483313e-05, 1.313727191321879e-05, 1.5179848381776577e-05]",2.103920672293264e-06
4.0,8,"[0.2958865016597557, 0.00040652011549741, 8.945587321078213e-05, 3.873526737636881e-05, 2.203091863241487e-05, 1.4854696091688351e-05, 1.1330826616100108e-05, 9.557510305358337e-06, 8.864978802349737e-06, 9.165535047138725e-06, 1.1130242412138857e-05]",2.2652636097891194e-06
4.0,9,"[0.21080241154204116, 0.0002237367466762031, 5.516305492868411e-05, 2.499394880143189e-05, 1.4628905270810235e-05, 1.0067820404623682e-05, 7.807634880300105e-06, 6.6889889952621896e-06, 6.3140164946181205e-06, 6.6904025851025984e-06, 8.510484560017799e-06]",2.196468065399678e-06
4.0,10,"[0.16070504898745272, 0.00014089467614165373, 3.684390398139425e-05, 1.716597092060323e-05, 1.024545387468623e-05, 7.156674626953245e-06, 5.620410791780517e-06, 4.875100113497726e-06, 4.669341053842559e-06, 5.055077162205002e-06, 6.718034835426191e-06]",2.0486937815836317e-06
